id,host,question_username,question_score,question_views,question_favs,answers_count,answers_max_score,answers_mean_score,question_title,question_body,answer_username,answer,answer_score,is_answer_accepted
14,3dprinting.stackexchange.com,kenorb,4.707190134647046,5.332345899456804,4.072585167927022,6.034324953675596,4.620985695623129,3.7272071097011072,How to print metal-like parts?,"I would like to print parts (e.g. jewellery) for use which I don't want to look or feel like a plastic, but metal-like, so briefly people won't see much difference.

Are there any specific type of home-printers that can achieve that? Or it's rather kind of filament that you should use?
",TextGeek,"There's also an interesting discussion of printing with specially-designed solder alloys, at RepRap: Blog - A new approach to printing metals. 

The author settled on 57.5%Sn, 41.3%Bi, 1.2% In, which begins to melt at 130&nbsp;°C and finishes by about 170&nbsp;°C. This has much better viscosity after melting, so it doesn't just drip away or bead up, and whose melting point is low enough that it can be applied directly on top of PLA or ABS. 

Brass nozzles corrode quickly, however, so another material is needed (anodized Al was an improvement). It sounds difficult but feasible.
",1.0137042167431434,0.0
14,3dprinting.stackexchange.com,kenorb,4.707190134647046,5.332345899456804,4.072585167927022,6.034324953675596,4.620985695623129,3.7272071097011072,How to print metal-like parts?,"I would like to print parts (e.g. jewellery) for use which I don't want to look or feel like a plastic, but metal-like, so briefly people won't see much difference.

Are there any specific type of home-printers that can achieve that? Or it's rather kind of filament that you should use?
",hroncok,"If you'd like to print on RepRap like FDM printers, you cannot print from metal, but you can use some filament that tries to look like metal. I have good experience with Bronzefill, but there are plenty of others, just Google for metal filament 3d printing. Note that sometimes the parts need to be post-processed with a rock tumbler. There are several open source DIY tumblers you can build and use.

If you actually want to print from metal, you would need SLS (Selective laser sintering) printer, which is much more expensive.
",3.9604314711224866,2.0769199823829045
19,3dprinting.stackexchange.com,kenorb,4.030301511886631,4.904433942959754,1.7539669625835614,4.670422881206417,4.091740895605862,3.4319460411998994,How to easily get rid of rafts and support structures?,"My printed parts consist rafts, supports and other extraneous filament when printing with ABS or PLA.

What are efficient general techniques of removing them?
",the third dimension,"The best way to get rid of them is to change the design of the printed object to make them unnecessary.

Instead of printing the one part with support material, the piece can be split into two or more parts which can be printed without support material and assembled after the printing.



Given that this is not always fully possible, a convenient way to get rid of additional structures is to use a different fillament for them that can be removed easily. This list of printing materials includes Polyvinyl Acetate (PVA), which is water soluble. You can wash the support material away given that your actual printign material is not water soluble. Here's a quote from the website (emphasize mine):


  PVA (Polyvinyl Acetate) filament prints translucent with a slightly yellow tint and is primarily used as a 3D printing support material because it is water-soluble, meaning that it will dissolve when exposed to water (and so MUST be kept dry prior to use). PVA is most often used with 3D printers capable of dual extrusion: one extruder printing a primary material (such as ABS or PLA) and the other printing this dissolvable filament to provide support for overhanging features. PVA 3D printer filament is available in 1.75mm and 3mm.

",3.5068404193471867,2.0769199823829045
19,3dprinting.stackexchange.com,kenorb,4.030301511886631,4.904433942959754,1.7539669625835614,4.670422881206417,4.091740895605862,3.4319460411998994,How to easily get rid of rafts and support structures?,"My printed parts consist rafts, supports and other extraneous filament when printing with ABS or PLA.

What are efficient general techniques of removing them?
",Pete,"I use diagonal cutters and a pair of mini pliers. 
I print with Simplify3d and the support structures are remarkably easy to remove, I find giving a quick pull pops most off. The diagonal cutters get rid of any small beads leftover.  
",2.353748300761693,0.0
20,3dprinting.stackexchange.com,kenorb,5.235888512265087,6.732353551784467,3.507933925167123,3.1880595895805834,6.377916418987655,6.203382699249042,"What are main differences between rafts, skirts and brims?","I would like to understand the differences between rafts, skirts and brims. They appear in the software which I'm using to edit my 3D objects.

Can anybody elaborate what are these and what are the main differences between them?
",ζ--,"All three of these features are used to improve the quality and success rate of prints, especially those failing due to issues on the first few layers, or due to the small size of the first layer.

Raft

A raft is a horizontal feature made as the first few layers of a print, and is used to help with bed adhesion issues, primarily used with ABS. The first few layers printed are the brim (typically prismatic), with the part itself on top of it (with a small separation distance to aid in separation, to allow the part to be removed from the raft). This separation distance needs to be adjusted to allow the first layer of the actual part to adhere, but also for the raft to be removed easily.

Skirt

A skirt is a single-layer feature designed to help extruder priming and to establish a stable filament flow for an optimal first layer. They are generally a few passes around the first layer ""footprint"" in the rough shape of the first layer, but they do not touch the part itself or help adhesion directly (although having a primed and ready extruder helps extrusion on its own). 

Brim

A brim can be considered a skirt touching the first layer shape. It is used to help adhesion, and increases the first layer surface area (thus having more area to adhere to the bed). Brims are best used for parts with small first layers that fail to adhere properly. They are generally done as perimeters (as opposed to the crosshatching of infill) to be easily removable without damaging the part.
",3.2133663407215876,0.0
20,3dprinting.stackexchange.com,kenorb,5.235888512265087,6.732353551784467,3.507933925167123,3.1880595895805834,6.377916418987655,6.203382699249042,"What are main differences between rafts, skirts and brims?","I would like to understand the differences between rafts, skirts and brims. They appear in the software which I'm using to edit my 3D objects.

Can anybody elaborate what are these and what are the main differences between them?
",Eric Johnson,"Rafts:

Rafts are a few layers of plastic a placed on the printing surface before the object is printed.  If non water dissoluble filament is used, a bit of an air gap will be placed between the raft and the print itself so it can be removed easily. A raft can help a print stick to the printing surface as it normally has a larger surface area than the bottom of the print.  It also allows the bottom layers of the print to contact another layer of plastic so there is less spreading compared to printing on the printing bed itself.



Skirts:

Skirts are loops of plastic that are extruded around the object that is being printed.  On the first layer this allows the filament to get pushed through the extruder so that a steady flow can be established.  A multiple layer skirt can be used to create a blockage around the print so there is less air movement on the print and the print can cool slower.



Brims:

A brim is a layer of plastic that is placed on the first layer of the print go allow for better adhesion to the printing surface.  It does not extend under the print as a raft does, but only goes from the edge of the print to a set distance away.  



Credits: Images from Slic3r
",5.466214909488349,2.0769199823829045
28,3dprinting.stackexchange.com,kenorb,-2.8153892694839717,3.642950305588681,0.0,2.011441651225199,3.0574377365420307,3.4319460411998994,How to 3D print a bike?,"I've seen article about World's First 3D Printed Bike.

What kind of printer is required to do that, briefly how long it takes and how much does it cost? Is this even achievable at home? Doesn't need to be that specific one. 
",Dani Epstein,"You will need a laser sintering or lasercusing printer, which will not be something you can buy for home use. They are horribly expensive.

You could always print this in PLA or ABS and cast it in aluminium. Then you have to find a safe method to test the result, because casting is not quite as simple as it looks and the bike could be seriously dangerous.
",2.620387387103937,2.0769199823829045
33,3dprinting.stackexchange.com,kenorb,3.9045305118418514,3.828896735094969,1.7539669625835614,4.022883302450398,4.731113485304429,4.278234949448167,How many times printed printer can print it-self?,"There is a 3D desktop printer RepRap which can print most of its own components.

Assuming each printed printer will print the next one and so on. Are there any limitation how many times this can be achieved?

For example somebody printed for me printer and I do the same for my friends and they do the same for theirs. Can this go forever (since 3D model stays the same), or there are any serious side-effects/disadvantages of doing that continuously?
",Adam Davis,"The files used to print these objects are digital, and do not degrade in any way after each printing. There are no side effects or degradation that occurs over time due simply to printing them multiple times.

This is the RepRap philosophy, and the machines are actually designed with enough tolerance for printing and building mistakes that even if the print isn't perfect, it will not only work fine, but it can print a printer better than it was printed, with some care and attention to calibration.

The process still takes a lot of human intervention, in the way of building the new printer and properly calibrating it.  If there are errors in the printer or the prints it produces, they can almost always be attributed to the builder/calibrator/user, and not to the design or the fact it's the Nth generation of printer.
",4.0548168669725735,2.0769199823829045
33,3dprinting.stackexchange.com,kenorb,3.9045305118418514,3.828896735094969,1.7539669625835614,4.022883302450398,4.731113485304429,4.278234949448167,How many times printed printer can print it-self?,"There is a 3D desktop printer RepRap which can print most of its own components.

Assuming each printed printer will print the next one and so on. Are there any limitation how many times this can be achieved?

For example somebody printed for me printer and I do the same for my friends and they do the same for theirs. Can this go forever (since 3D model stays the same), or there are any serious side-effects/disadvantages of doing that continuously?
",Matt Clark,"As long as you maintain each printer and keep a proper calibration, go for it, this is what they were designed to do, I've even made replacement parts for myself.

Unfortunately the RepRap project just shut down on 1/15/16 due to their lack of sales.

I have a reprap that came from a reprap, and has made another reprap.

Just make sure that when printing out the pieces for the next you are properly calibrated, otherwise the next machine might be built crooked;

Your only limitations will be the electronics pieces and the small amount of hardware that you will need to buy.
",2.353748300761693,0.0
49,3dprinting.stackexchange.com,kenorb,3.267423727073639,3.4733367161777027,1.7539669625835614,2.011441651225199,3.320478682445624,3.7272071097011072,Are there any methods of limiting exposure of hazardous fumes and odors emitted by heating the plastics?,"When using thermoplastic-filament, this can be potentially hazardous, since constant printing can emit hazardous fumes and odors that may be emitted by heating the plastics.

I understand it normally should be used in well ventilated areas. However I would like to use it heavily in the basement which is not well ventilated.

Are there any practical methods of limiting such exposure? For example locking it in some special box, covering it or suck the odors? Would that help?

Do you have any experience doing so?
",Adam Davis,"Using negative pressure ventilation and a suitable organic filter will limit your exposure to toxic compounds, but won't completely remove them from your environment.

Enclose your printer in as air-tight a box as you can manage, then use a fan to suck air out of the box.  This negative pressure will ensure that any leaks in the box will not allow gasses to escape.

The air should be blown through an organic filter.  This might be done with face mask filters for painting, for instance.

Additional filtering may be done depending on the compounds you expect the printer to produce, but the ideal situation is to set up a ventilation system to the outdoors where the products cannot concentrate and harm anyone.

Another poorer option is to simply wear a proper organic filter mask yourself.  It's not as good, since the compounds can spread through your residence or remain in the air and be inhaled when you aren't printing.
",2.845827522384412,2.0769199823829045
59,3dprinting.stackexchange.com,kenorb,5.178744081378276,4.941464167462551,4.072585167927022,3.1880595895805834,5.623978095647771,5.3106318412626115,How to recycle filament material from printed parts?,"Is it possible to re-use ABS or PLA filament material from printed parts?

If so, what is the techniques to reform it?
",Kevin Morse,"There are a few options.


Machines are available which grind the used plastic into fine pieces, melt it down, and extrude it as filament to be reused. Filabot is perhaps the most well known.
Depending on where you live the local recycling programs may accept PLA or ABS. They will then shred it and melt it down for reuse.
PLA is bio-degradable so you can put it in the compost.
I put scrap ABS in acetone which results in a slurry which can be used as a glue to attach ABS parts, fix cracks, and hold parts to the bed.

",4.820049511082381,2.0769199823829045
59,3dprinting.stackexchange.com,kenorb,5.178744081378276,4.941464167462551,4.072585167927022,3.1880595895805834,5.623978095647771,5.3106318412626115,How to recycle filament material from printed parts?,"Is it possible to re-use ABS or PLA filament material from printed parts?

If so, what is the techniques to reform it?
",YetAnotherRandomUser,"If you're more interested in the recycling and reuse aspect than the re-print aspect, you could melt all the scrap filament onto a cookie sheet or into a bar (like in a bread ban).  You could then manually work the material, or use a CNC machine to carve out your next thing.

This Youtube video refers to HDPE, but the same concept will apply to other thermoplastics.

This Youtube video uses a cookie sheet and failed prints.
",2.353748300761693,0.0
83,3dprinting.stackexchange.com,kenorb,4.356564969431519,4.590028253642861,0.0,4.670422881206417,4.503257053771732,3.4319460411998994,How to automate printing of multiple parts continuously?,"I would like to print multiple parts continuously (non-interactively), so
I can leave the printer alone for a longer time. So after finish, parts could be moved somehow out from the printing area, so the next can start.

Are there any methods of achieving that with standard desktop printers without having to use multiple printers?
",tbm0115,"The only thing I can think of off hand is an old mod for the early MakerBot machines. It first was released for the Thing-O'-Matic I believe, but is compatible with Replicator 1 machines (and its knock-offs). Here's the Thingiverse page, but look up Automatic Build Plate.

Essentially, you can use the Replicator G slicing program and there is a setting for ""ABP"" or Automatic Build Plate. This will basically tell the ABP to run its routine after the controller receives the response that the printing program is done and roll the finished part off the edge of the build plate, then start the same program over again.

Drawbacks:


I don't think it's easily compatible with newer machines/slicers. But, it's open source
Pretty sure you have to use Replicator G, which is outdated now and may make your machine sound like it's going to fall apart (I know from experience)


Going off of @Pete's answer about solenoids. It reminded me that someone integrated a solenoid ""ejector"" (aka Boxing Glove) for their machine.

Update (06/08/2016):

Forgot to mention that if you choose to create your own ""Boxing Glove"" or conveyor belt, some software such as Octo-Pi and Repetier-Host allow plugins. So, you could interface with your hardware via customized code and integrate the functionality directly into the slicing application for the full closed loop operation.
",3.859531739127555,2.0769199823829045
